"ID","HistoricalID","FirstName","LastName","Name","Height","Weight","Age","BirthMonth","BirthDay","BirthYear","CurrentLeague","CurrentLeagueID","CurrentTeam","CurrentTeamID","ContractTeam","ContractTeamID","DlgTeam","DlgTeamID","Injury","TimeInjured","Inactive","PositionNumber","Experience","College","City","State","Greed","Happiness","Loyalty","Winner","InsideScoring","JumpShot","FreeThrowShot","ThreePointShot","Handling","Passing","OffensiveRebounding","DefensiveRebounding","PostDefense","PerimeterDefense","Stealing","ShotBlocking","Quickness","Strength","Stamina","Jumping","Pot_Inside","Pot_Jumpshot","Pot_FreeThrow","Pot_3pShot","Pot_Handling","Pot_Passing","Pot_ORebounding","Pot_DRebounding","Pot_PostDefense","Pot_PerimeterDefense","Pot_Stealing","Pot_Blocking","CurrentRating","FutureRating","OverallRating","OverallPotential","Championships","PlayerOfGame","PlayerOfWeek","PlayerOfMonth","Contract1","Contract2","Contract3","Contract4","Contract5","Contract6","Contract7","Contract8","OptionType1","OptionType2","OptionType3","OptionType4","OptionType5","OptionType6","OptionType7","OptionType8","BirdYears"
"214","","Victor","Chase","Victor Chase","80","232","25","7","14","1991","USDL","1","Canton","6","Canton","6","N/A","0","Broken Finger","0","False","3","6","Cal State Northridge","Rancho Santa Margarita","CA","53","2","18","86","19","18","50","16","47","24","14","5","20","15","27","29","60","68","58","49","D","D","C","D","C","D","F","F","D","F","D","D","F","F","47","50","0","1","0","0","74102","81512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"215","","Jonathon","Roberts","Jonathon Roberts","79","215","30","1","4","1987","USDL","1","Erie","7","Erie","7","N/A","0","Stress Fracture","6","False","3","7","Stanford","Modesto","CA","24","34","96","16","3","34","46","14","35","5","29","60","4","22","19","4","63","43","78","37","F","C","C","F","D","F","D","B","F","D","D","F","F","F","51","56","0","4","0","0","161014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"216","","William","Edmonson","William Edmonson","78","219","26","5","23","1990","USDL","1","Erie","7","Erie","7","N/A","0","","0","False","2","5","Hawaii","Kaneohe","HI","38","2","1","95","20","67","52","0","51","18","5","23","36","18","18","7","43","34","59","36","D","B","B","F","C","F","F","D","D","D","F","F","F","F","44","46","0","1","0","0","61364","67500","73637","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"217","","Abram","Traynor","Abram Traynor","79","191","25","3","17","1992","USDL","1","Iowa","10","Iowa","10","N/A","0","","0","False","3","2","Baylor","Meriden","KS","3","2","87","65","14","12","46","19","14","10","11","7","13","9","10","11","54","69","88","43","D","F","C","D","D","F","D","F","D","F","D","F","F","F","39","50","0","0","0","0","11100","12900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"218","","Albert","Godin","Albert Godin","81","226","20","1","20","1997","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","2","0","Southern Illinois","Moline","IL","55","86","94","48","7","29","49","4","10","5","14","18","12","3","14","7","32","59","67","54","F","C","C","F","F","F","D","D","D","F","D","F","F","F","37","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"219","","Jose","Lewis","Jose Lewis","80","229","19","11","30","1997","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","2","0","North Carolina","Philadelphia","PA","79","1","7","82","8","5","42","0","20","7","12","6","21","1","13","25","37","49","42","34","F","F","C","F","D","F","D","F","C","F","D","C","F","F","30","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"220","","Josue","Moon","Josue Moon","78","195","23","9","11","1993","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","4","Oklahoma State","Owasso","OK","6","9","13","58","32","19","56","0","30","6","13","8","7","8","11","16","37","47","47","36","D","D","C","F","C","F","F","F","F","F","F","D","F","F","33","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"221","","Cornell","Pleasant","Cornell Pleasant","81","212","28","9","8","1988","USDL","1","Erie","7","Erie","7","N/A","0","","0","False","3","7","Stanford","Stockton","CA","33","4","24","12","26","24","52","6","17","11","12","22","9","13","24","3","55","37","54","39","D","D","C","F","F","F","F","D","F","F","D","F","F","F","40","49","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"222","","Dennis","Curley","Dennis Curley","79","223","29","2","18","1988","USDL","1","Sioux Falls","16","Sioux Falls","16","N/A","0","Patellar Tendanitis","0","False","2","5","Minnesota","New York","NY","13","26","2","4","27","88","82","6","30","8","1","22","23","15","14","30","34","40","33","27","D","A","A","F","C","F","F","D","D","D","D","D","F","F","45","52","0","1","0","0","66575","74897","83219","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"223","","Markus","Carter","Markus Carter","77","244","28","3","31","1989","USDL","1","Iowa","10","Iowa","10","N/A","0","","0","False","2","6","Holy Cross","West Haven","CT","50","6","25","24","11","35","68","0","33","4","42","60","22","13","10","12","36","70","36","32","F","C","B","F","C","F","C","C","D","F","F","F","F","F","44","50","0","2","0","0","15500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"224","","William","Scarborough","William Scarborough","83","202","22","5","13","1994","USDL","1","Sioux Falls","16","Sioux Falls","16","N/A","0","Broken Arm","0","False","3","1","Cornell","Lowville","NY","97","4","16","14","14","9","40","23","5","4","16","10","23","13","16","7","47","68","85","35","F","F","C","D","F","F","F","F","D","F","D","F","F","F","43","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225","","Michael","Smith","Michael Smith","80","225","20","5","19","1996","USDL","1","Oklahoma City","20","Oklahoma City","20","N/A","0","Dislocated Shoulder","0","False","3","1","Missouri State","Kansas City","MO","35","27","49","32","17","27","65","7","12","9","28","38","11","28","18","7","61","39","62","42","D","C","B","F","D","F","C","C","F","D","D","F","F","D","50","64","0","5","0","0","26506","29819","33132","36446","0","0","0","0","0","0","0","0","0","0","0","0","0"
"226","","Michael","Collins","Michael Collins","79","232","29","5","15","1987","USDL","1","Los Angeles","11","Los Angeles","11","N/A","0","Broken Arm","0","False","2","11","Kentucky","Cedar City","UT","90","15","66","32","13","36","59","0","46","16","16","38","45","15","21","39","46","55","86","56","F","D","C","F","C","F","D","C","C","D","D","C","F","D","59","64","0","2","0","0","289115","303554","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"227","","Pranas","Kriksciunas","Pranas Kriksciunas","79","241","25","9","12","1991","USDL","1","Idaho","9","Idaho","9","N/A","0","","0","False","3","5","None","Marijampole","Lithuania","14","2","68","33","7","26","53","12","51","2","20","32","14","30","6","6","50","48","71","18","F","D","C","F","C","F","D","D","D","D","F","F","F","F","38","44","0","0","0","0","31833","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"228","","Stephen","Wilson","Stephen Wilson","79","243","26","3","21","1991","USDL","1","Idaho","9","Idaho","9","N/A","0","Sprained Ankle","0","False","2","7","Portland State","Salem","OR","74","32","69","89","7","12","31","6","36","9","16","55","20","15","8","31","55","66","91","48","F","F","D","F","D","F","F","C","D","D","F","C","F","F","52","56","0","2","0","0","132528","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229","","Paul","Jones","Paul Jones","79","213","21","9","8","1995","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","3","0","Stanford","Sunnyvale","CA","7","21","61","6","32","16","60","1","24","7","9","7","9","4","11","8","64","65","81","45","C","D","B","F","C","F","F","F","D","F","F","F","F","D","44","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"230","","Edmond","Ochs","Edmond Ochs","78","184","31","11","15","1985","USDL","1","Erie","7","Erie","7","N/A","0","","0","False","4","9","Marquette","Toledo","OH","36","18","18","25","2","50","48","15","9","14","2","29","20","32","51","6","78","56","68","37","F","C","C","F","F","F","F","D","D","D","C","F","F","D","59","60","0","3","0","0","245159","269675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"231","","Tacito","Gonzales","Tacito Gonzales","80","192","31","3","4","1986","USDL","1","Grand Rapids","19","Grand Rapids","19","N/A","0","","0","False","3","8","Cal State Northridge","Fayetteville","NC","57","33","34","100","4","81","74","13","15","6","1","5","13","47","21","35","65","65","66","32","F","A","B","F","D","F","F","F","F","C","D","D","D","D","63","68","0","21","1","0","269045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"127","","Jorge","Collins","Jorge Collins","71","171","21","6","19","1995","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","5","0","None","Melbourne","Australia","83","39","78","60","17","23","59","9","37","19","2","8","2","18","7","2","68","43","86","28","D","D","B","F","C","D","F","F","F","D","F","F","F","F","37","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"128","","Ralph","Thomas","Ralph Thomas","80","229","32","4","16","1985","USDL","1","Reno","13","Reno","13","N/A","0","","0","False","2","9","Washington State","San Jose","CA","53","7","99","2","28","26","49","0","16","1","24","19","38","5","10","7","22","37","58","39","D","D","C","F","F","F","D","F","D","F","F","F","F","F","44","46","0","0","0","0","79890","87879","95868","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"129","","Winfred","Edwards","Winfred Edwards","82","237","25","6","22","1991","USDL","1","Rio Grand Valley","14","Rio Grand Valley","14","N/A","0","","0","False","2","4","Air Force","Albuquerque","NM","58","2","79","70","15","34","29","0","33","13","18","29","21","3","16","12","21","57","61","60","F","D","D","F","D","F","D","D","D","F","D","F","F","F","45","48","0","0","0","0","20250","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"130","","Don","Thomas","Don Thomas","82","211","30","1","25","1987","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","2","7","None","Tallahassee","FL","39","70","98","30","31","29","52","0","21","14","10","18","18","2","14","15","13","38","35","30","D","D","B","F","D","F","F","D","F","F","F","F","F","F","37","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"131","","Justin","Mancini","Justin Mancini","79","255","30","1","20","1987","USDL","1","Sioux Falls","16","Sioux Falls","16","N/A","0","Inflamed Appendix","0","False","2","6","Iona","El Paso","TX","100","14","99","85","34","33","59","14","23","0","14","37","5","27","8","51","26","60","29","56","D","D","B","F","D","F","F","D","F","D","F","C","F","F","50","51","0","2","0","0","118905","133768","148631","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"132","","Lance","McGinty","Lance McGinty","78","205","20","8","2","1996","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","4","0","Idaho State","Sandpoint","ID","79","43","8","85","4","15","57","14","18","6","1","14","1","2","17","3","71","23","64","74","F","D","B","D","C","F","F","D","F","F","D","F","F","F","39","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"133","","Richard","Rourke","Richard Rourke","82","221","32","10","12","1984","USDL","1","FA","-1","FA","-1","N/A","0","","0","False","2","9","Texas","Harlingen","TX","83","2","21","11","14","22","47","1","31","8","27","15","16","3","35","44","20","61","25","60","F","D","C","F","D","F","D","F","F","F","D","C","F","F","42","44","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"134","","Virgil","Kimsey","Virgil Kimsey","81","228","21","5","2","1995","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","3","0","Louisville","Guilford Center","CT","96","8","94","45","5","9","49","0","23","12","21","10","18","14","15","1","42","41","71","41","F","F","C","F","C","D","D","D","D","D","D","F","F","F","32","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"135","","James","Carter","James Carter","80","248","34","12","2","1982","USDL","1","Reno","13","Reno","13","N/A","0","Broken Foot","9","True","2","11","Kentucky","Houston","TX","72","31","51","87","47","21","38","0","13","5","45","18","27","4","2","46","41","48","63","84","C","D","C","F","F","F","C","F","D","F","F","B","D","D","64","71","0","34","9","6","307693","308880","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"136","","Bryant","Lewis","Bryant Lewis","82","238","31","11","6","1985","USDL","1","Toronto","21","Toronto","21","N/A","0","","0","False","2","8","Seton Hall","New York","NY","38","33","66","73","80","21","46","20","15","8","12","39","30","7","19","48","38","59","68","53","A","D","C","D","F","F","F","D","D","F","F","C","D","C","77","80","0","11","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"137","","Deandre","Garcia","Deandre Garcia","80","238","33","1","20","1984","USDL","1","Delaware","18","Delaware","18","N/A","0","","0","False","2","11","Oregon","Seattle","WA","69","2","99","3","20","24","54","0","15","11","36","4","18","16","21","62","28","32","75","38","D","D","C","F","F","F","D","F","D","F","D","B","F","F","44","46","0","0","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"138","","Johnie","Lopez","Johnie Lopez","81","238","28","12","4","1988","USDL","1","Reno","13","Reno","13","N/A","0","","0","False","2","7","UC Santa Barbara","San Luis Obispo","CA","37","4","37","69","12","19","49","0","24","13","37","35","42","6","5","24","13","38","58","30","F","D","C","F","D","F","C","C","C","F","F","D","F","F","45","49","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"139","","Dion","Otero","Dion Otero","79","217","31","3","14","1986","USDL","1","Sioux Falls","16","Sioux Falls","16","N/A","0","","0","False","4","11","Kansas","Allen","OK","76","2","85","28","4","18","42","0","33","31","27","9","47","1","15","11","26","80","34","64","F","D","C","F","D","C","D","F","C","F","F","F","F","F","42","45","0","0","0","0","85909","96648","107386","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"140","","Burl","Brawner","Burl Brawner","81","240","31","12","16","1985","USDL","1","Bakersfield","5","Bakersfield","5","N/A","0","Hyperextended Knee","0","False","2","12","Creighton","Carthage","MO","88","2","76","73","23","32","60","0","50","31","22","45","7","5","23","8","30","53","30","49","D","D","C","F","C","D","D","C","F","F","D","F","F","F","46","47","0","4","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","","Gordon","Serrano","Gordon Serrano","79","232","28","7","9","1988","USDL","1","Delaware","18","Delaware","18","N/A","0","","0","False","2","6","Old Dominion","Montclair","NJ","39","12","47","30","7","12","42","0","17","4","42","30","54","3","9","16","13","46","69","31","F","F","C","F","D","F","C","D","C","F","F","F","F","F","43","45","0","0","0","0","61364","63865","66366","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"142","","Arden","Griffith","Arden Griffith","81","222","26","2","19","1991","USDL","1","Fort Wayne","8","Fort Wayne","8","N/A","0","Pulled Hamstring","0","False","2","6","Iowa","Shawano","WI","47","22","43","56","50","27","33","0","21","4","21","27","40","7","32","29","17","70","58","31","B","C","D","F","D","F","D","C","C","F","C","C","F","D","58","75","0","17","1","0","128878","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"143","","Bert","Brown","Bert Brown","80","229","24","5","15","1992","USDL","1","Maine","12","Maine","12","N/A","0","","0","True","2","4","Siena","East Meadow","NY","93","14","95","76","4","6","40","4","23","5","11","9","17","9","21","20","35","71","77","39","F","F","C","F","C","F","F","F","D","F","D","D","F","F","35","46","0","0","0","0","13500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","","Matt","Moore","Matt Moore","81","244","26","11","19","1990","USDL","1","Iowa","10","Iowa","10","N/A","0","","0","False","2","5","Alabama A&M","Sandersville","MS","33","2","97","96","14","6","32","0","33","3","49","16","50","12","48","17","17","54","34","41","F","F","D","F","D","F","C","F","C","F","C","F","F","F","46","46","0","0","0","0","14100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","","Ira","Sanchez","Ira Sanchez","78","240","32","9","2","1984","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","2","10","Texas Tech","Oceanside","CA","41","40","18","92","13","23","43","0","23","3","11","46","37","1","24","18","8","77","20","45","F","D","C","F","D","F","F","C","D","F","D","F","F","F","40","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","","Thanh","Foreman","Thanh Foreman","77","177","21","7","19","1995","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","4","0","Stanford","Sunnyvale","CA","73","13","75","63","10","50","43","32","37","13","6","6","5","21","6","7","66","50","39","34","F","B","C","C","C","D","F","F","F","D","F","F","F","D","46","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","","Jack","Hall","Jack Hall","82","244","32","6","5","1984","USDL","1","Erie","7","Erie","7","N/A","0","","0","False","2","12","Bowling Green","Chicago","IL","2","14","2","38","40","28","38","0","28","15","30","18","7","6","8","14","22","50","53","69","D","D","C","F","D","F","D","D","F","F","F","F","F","F","48","50","0","1","0","0","185540","208732","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"148","","Damian","Anderson","Damian Anderson","82","247","27","12","2","1989","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","2","7","West Virginia","Chicago","IL","72","91","37","36","7","13","38","0","33","24","10","50","9","3","6","10","15","61","53","20","F","F","C","F","C","D","F","C","F","F","F","F","F","F","36","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","","Leroy","Martinez","Leroy Martinez","79","229","21","8","8","1995","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","3","0","UNLV","Oxford","PA","32","90","2","10","10","5","36","15","8","9","35","11","22","22","16","11","56","44","61","39","D","F","D","D","F","D","C","D","D","D","D","D","F","F","37","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","","Dorian","Rieger","Dorian Rieger","79","220","20","10","10","1996","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","3","0","Gonzaga","Seattle","WA","9","3","23","10","16","19","58","24","17","7","6","7","12","7","10","9","42","73","70","51","D","C","B","C","D","F","F","F","D","F","D","F","F","F","39","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","","Ronald","Reyes","Ronald Reyes","83","207","31","5","19","1985","USDL","1","Los Angeles","11","Los Angeles","11","N/A","0","","0","False","2","9","Syracuse","Cambridge","MA","77","7","12","41","29","20","45","19","49","16","27","8","26","13","8","12","11","52","49","23","D","D","C","D","C","F","D","F","D","F","F","F","F","F","43","44","0","0","0","0","20000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","","Larry","Poole","Larry Poole","80","216","23","8","24","1993","USDL","1","Westchester","22","Westchester","22","N/A","0","Sprained Knee","0","False","2","3","Belmont","Charlestown","IN","45","27","30","85","18","7","35","5","17","31","30","40","20","1","21","36","34","88","51","44","D","F","D","F","D","D","D","C","D","F","D","C","F","F","52","56","0","4","0","0","33293","37455","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"153","","Don","Rivas","Don Rivas","82","256","27","3","6","1990","USDL","1","Reno","13","Reno","13","N/A","0","","0","False","1","4","Gonzaga","Bremerton","WA","90","2","55","27","4","11","38","0","21","7","14","16","42","10","11","14","29","54","71","53","F","F","C","F","D","F","D","F","C","F","F","F","F","F","42","45","0","0","0","0","13500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","","Terry","Sexton","Terry Sexton","80","183","19","6","22","1997","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","3","0","Tennessee Tech","Kaukauna","WI","36","99","88","25","7","18","72","28","9","1","3","13","20","9","7","16","64","51","89","54","F","C","B","B","F","F","F","D","C","D","F","C","F","C","48","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","","Eliseo","Adega","Eliseo Adega","82","231","22","5","4","1994","USDL","1","Idaho","9","Idaho","9","N/A","0","","0","True","2","1","Auburn","New Orleans","LA","46","42","33","45","5","20","36","0","4","0","22","8","19","7","3","12","28","44","77","58","F","C","D","F","F","F","C","F","D","F","F","D","F","F","35","48","0","0","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","","Matthew","Davis","Matthew Davis","83","238","34","4","8","1983","USDL","1","Rio Grand Valley","14","Rio Grand Valley","14","N/A","0","Sprained Knee","0","False","2","13","Arkansas-Little Rock","Abilene","TX","80","26","62","52","29","22","51","0","12","10","53","29","9","10","28","33","11","55","41","41","D","D","B","F","F","F","C","D","F","F","D","D","F","F","50","54","0","9","2","0","204613","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"157","","Gregory","Rodriguez","Gregory Rodriguez","81","242","33","2","8","1984","USDL","1","Maine","12","Maine","12","N/A","0","","0","False","2","12","Saint Louis","Lafayette","LA","82","32","95","53","11","33","35","0","44","0","44","57","39","25","28","35","19","72","48","29","F","D","D","F","C","F","C","C","C","D","D","D","F","F","56","59","0","6","0","0","270538","271184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"158","","Marcel","Davis","Marcel Davis","80","233","25","6","28","1991","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","2","2","Long Beach State","Glendale","CA","83","65","79","78","15","12","49","0","24","9","20","10","6","2","7","10","17","71","55","41","D","D","C","F","D","F","D","F","F","F","F","F","F","F","33","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","","Arthur","Garmon","Arthur Garmon","80","247","29","8","24","1987","USDL","1","Rio Grand Valley","14","Rio Grand Valley","14","N/A","0","","0","False","2","8","UTEP","New London","CT","97","47","38","16","4","26","52","0","11","14","38","58","13","1","23","10","12","67","53","21","F","D","B","F","F","F","C","C","F","F","D","F","F","F","42","43","0","0","0","0","18500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","","Jose","Mitchell","Jose Mitchell","83","218","31","5","10","1985","USDL","1","Texas","17","Texas","17","N/A","0","Sprained Knee","0","False","2","10","Ohio State","New York","NY","14","27","65","80","9","58","37","0","29","0","19","26","13","11","17","33","41","57","88","23","F","B","C","F","D","F","F","D","F","F","F","D","F","F","45","46","0","8","0","0","159034","160547","162060","163574","0","0","0","0","0","0","0","0","0","0","0","0","2"
"161","","Marcus","Lewis","Marcus Lewis","75","169","22","3","17","1995","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","5","0","Brigham Young","Imperial Beach","CA","40","23","68","1","2","17","49","10","5","7","8","2","3","27","14","0","69","59","30","23","F","D","C","F","F","F","F","F","F","C","D","F","F","F","24","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","","Buddy","Hernandez","Buddy Hernandez","79","186","18","4","11","1999","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","3","0","None","Berwyn","IL","84","1","99","10","19","30","65","7","14","8","13","7","19","6","21","18","43","49","71","30","D","C","B","F","D","F","D","F","D","F","D","D","F","F","38","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"198","","Cody","Scarberry","Cody Scarberry","83","233","21","6","26","1995","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","1","0","Saint Mary's","Pomona","CA","7","99","60","21","7","42","29","0","8","22","18","6","34","2","15","2","6","75","39","31","F","C","D","F","F","D","D","F","C","F","D","F","F","F","34","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199","","Gerardo","Poynter","Gerardo Poynter","78","241","21","9","3","1995","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","2","0","Samford","La Salle","IL","34","9","65","13","9","12","43","0","18","14","13","10","40","1","3","28","22","62","41","43","F","F","C","F","D","D","D","F","C","F","F","C","F","F","34","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200","","Damian","Mosley","Damian Mosley","82","209","21","3","12","1996","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","0","Holy Cross","Janesville","WI","29","68","9","72","9","26","54","12","16","25","7","29","12","29","18","13","40","55","47","16","F","D","C","F","F","D","F","D","F","D","D","F","F","F","36","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","","Buddy","Reed","Buddy Reed","79","193","30","2","15","1987","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","7","None","Buffalo","NY","75","61","39","37","4","28","54","19","35","4","4","5","27","13","10","14","32","73","42","31","F","D","B","D","D","F","F","F","D","F","F","D","F","F","34","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202","","Denis","Williams","Denis Williams","76","194","19","9","30","1997","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","4","0","Memphis","Jersey City","NJ","61","78","63","98","3","13","56","11","18","2","0","4","3","23","4","4","78","57","52","32","F","D","C","D","D","F","F","F","F","C","F","F","F","F","29","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","","Tod","Martinez","Tod Martinez","80","215","31","5","14","1985","USDL","1","Reno","13","Reno","13","N/A","0","","0","False","3","11","Old Dominion","Rochester","NY","38","24","30","69","26","9","34","22","13","7","7","19","12","74","5","14","66","57","63","45","D","F","D","D","F","F","F","D","F","A","F","F","F","F","54","59","0","6","0","0","225419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"204","","Pegeen","Demopoulos","Pegeen Demopoulos","82","199","32","1","15","1985","USDL","1","Iowa","10","Iowa","10","N/A","0","Jammed Finger","0","False","2","13","None","Ródos","Greece","68","33","45","18","13","41","62","6","13","23","46","25","53","15","9","58","36","71","77","37","F","C","B","F","F","D","C","D","B","F","F","C","D","D","63","68","0","4","0","0","303048","307339","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","","Lloyd","Oshiro","Lloyd Oshiro","78","201","32","3","21","1985","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","11","Baylor","Austin","TX","3","28","77","45","11","9","39","31","40","7","20","10","4","15","39","24","32","46","51","36","F","F","C","D","C","F","D","F","F","D","C","D","F","F","33","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"206","","Kenneth","Nichols","Kenneth Nichols","80","225","22","8","26","1994","USDL","1","Texas","17","Texas","17","N/A","0","","0","False","4","2","Florida State","Tallahassee","FL","45","2","94","20","16","19","52","4","19","6","1","10","14","24","11","7","50","62","50","38","D","D","C","F","D","F","F","F","D","D","D","F","F","F","35","46","0","0","0","0","11100","12900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"232","","Antanas","Kishkis","Antanas Kishkis","77","209","24","4","7","1993","USDL","1","Reno","13","Reno","13","N/A","0","Bruised Hip","0","False","4","1","None","Kaunas","Lithuania","46","39","70","87","6","33","56","25","29","11","3","2","1","10","7","8","65","23","72","47","F","B","B","D","C","F","F","F","F","F","F","F","F","F","39","55","0","1","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233","","Lloyd","Bray","Lloyd Bray","82","213","21","10","4","1995","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","1","0","Marist","Philadelphia","PA","43","51","89","72","6","4","36","0","9","4","0","4","12","2","6","2","1","51","50","26","F","F","D","F","D","F","F","F","D","F","F","F","F","F","20","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234","","James","Digiacomo","James Digiacomo","77","204","26","11","26","1990","USDL","1","Sioux Falls","16","Sioux Falls","16","N/A","0","","0","True","4","5","Memphis","Holland","IN","21","24","97","84","19","18","50","0","48","12","6","12","6","20","28","1","63","66","69","19","D","D","C","F","C","F","F","F","F","D","D","F","F","F","35","38","0","0","0","0","14100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
