"ID","HistoricalID","FirstName","LastName","Name","Height","Weight","Age","BirthMonth","BirthDay","BirthYear","CurrentLeague","CurrentLeagueID","CurrentTeam","CurrentTeamID","ContractTeam","ContractTeamID","DlgTeam","DlgTeamID","Injury","TimeInjured","Inactive","PositionNumber","Experience","College","City","State","Greed","Happiness","Loyalty","Winner","InsideScoring","JumpShot","FreeThrowShot","ThreePointShot","Handling","Passing","OffensiveRebounding","DefensiveRebounding","PostDefense","PerimeterDefense","Stealing","ShotBlocking","Quickness","Strength","Stamina","Jumping","Pot_Inside","Pot_Jumpshot","Pot_FreeThrow","Pot_3pShot","Pot_Handling","Pot_Passing","Pot_ORebounding","Pot_DRebounding","Pot_PostDefense","Pot_PerimeterDefense","Pot_Stealing","Pot_Blocking","CurrentRating","FutureRating","OverallRating","OverallPotential","Championships","PlayerOfGame","PlayerOfWeek","PlayerOfMonth","Contract1","Contract2","Contract3","Contract4","Contract5","Contract6","Contract7","Contract8","OptionType1","OptionType2","OptionType3","OptionType4","OptionType5","OptionType6","OptionType7","OptionType8","BirdYears"
"186","","David","Alexander","David Alexander","80","243","23","6","13","1992","USDL","1","Rio Grand Valley","14","Rio Grand Valley","14","N/A","0","Stiff Neck","0","False","3","1","None","Westminster","CA","61","34","91","93","F ","D-","C+","C ","C-","D-","F-","F+","F-","F ","D-","F-","C+","B-","A-","D+","F ","D ","B ","C ","C ","D ","F ","D ","F ","F ","D ","F ","F","F","44","56","0","4","1","0","17785","18304","18822","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"187","","Xia","Yen","Xia Yen","80","234","26","5","31","1989","USDL","1","Maine","12","Maine","12","N/A","0","","0","False","1","4","None","Ürümqi","China","4","2","60","91","D ","F+","C-","F-","F ","F ","D+","F ","C-","F ","F-","F ","C-","C ","C ","C-","D ","F ","C ","F ","F ","F ","D ","F ","D ","F ","F ","F ","F","F","38","41","0","0","0","0","31833","34724","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"
"188","","Randal","Barton","Randal Barton","79","217","26","8","1","1989","USDL","1","Rio Grand Valley","14","Rio Grand Valley","14","N/A","0","","0","False","3","7","Siena","Towson","MD","77","2","99","46","F ","C-","B ","F+","D ","F-","F ","D ","F ","D-","C ","D-","C ","C ","A-","D ","F ","D ","B ","F ","D ","F ","F ","D ","F ","D ","B ","D ","F","F","38","45","0","0","0","0","43063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"189","","Orville","Lamere","Orville Lamere","80","222","29","8","3","1986","USDL","1","Sioux Falls","16","Sioux Falls","16","N/A","0","","0","True","3","5","Kansas","Salina","KS","66","2","41","77","F-","F+","C-","F+","D ","F+","D-","D-","D+","F-","D-","F ","C ","C ","C+","C ","F ","F ","C ","F ","D ","F ","D ","D ","D ","F ","F ","F ","F","F","39","44","0","0","0","0","41676","46886","52095","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","","Harold","Mori","Harold Mori","79","213","30","12","26","1985","USDL","1","Santa Cruz","15","Santa Cruz","15","N/A","0","","0","False","3","9","Colorado","Aurora","CO","13","2","51","10","F ","F ","C ","F+","C-","F ","F ","D+","D+","F ","F-","D ","C ","D+","C-","C ","F ","F ","C ","F ","D ","F ","F ","D ","D ","F ","F ","D ","F","F","36","41","0","0","0","0","23000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","","Len","Elwood","Len Elwood","79","203","30","6","10","1985","USDL","1","Texas","17","Texas","17","N/A","0","","0","False","3","11","Utah Valley","Davis","CA","49","26","23","39","D ","D-","C ","C ","F ","F ","F+","D ","F ","C ","C ","D-","C+","C ","C ","C ","D ","F ","C ","C ","F ","F ","F ","D ","F ","B ","C ","F ","F","D","54","60","0","1","0","0","241123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","","Brian","Jones","Brian Jones","77","214","27","8","9","1988","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","5","Butler","Detroit","MI","53","65","75","99","F+","C ","B ","F+","D+","F ","F ","F+","F-","D-","F-","D-","C-","C+","C-","D+","F ","C ","B ","F ","D ","F ","F ","F ","F ","D ","F ","D ","F","F","28","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","","Buddy","Reed","Buddy Reed","79","192","29","2","15","1987","USDL","1","Texas","17","Texas","17","N/A","0","","0","False","3","6","None","Buffalo","NY","75","65","39","37","F-","D+","C+","D-","C-","F-","F-","F-","D+","F+","F ","F+","C-","A-","C ","C-","F ","D ","C ","D ","D ","F ","F ","F ","D ","F ","F ","F ","F","F","35","37","0","0","0","0","17100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202","","Shaun","Dorsey","Shaun Dorsey","82","202","30","10","3","1985","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","10","Boston College","Boston","MA","92","49","50","32","F-","C ","C ","F ","F ","F-","F+","F-","C-","D-","C-","F ","C ","C ","C ","C-","F ","C ","B ","F ","F ","F ","F ","F ","D ","D ","C ","F ","F","F","34","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","","Tod","Martinez","Tod Martinez","80","206","30","5","14","1985","USDL","1","Reno","13","Reno","13","N/A","0","","0","False","3","10","Old Dominion","Rochester","NY","38","22","30","69","D ","F ","C-","D-","F ","F ","F ","D-","F+","C+","F-","F+","B-","C+","C+","C ","D ","F ","D ","D ","F ","F ","F ","D ","F ","A ","F ","F ","F","D","51","61","0","5","0","0","225419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"204","","Pegeen","Demopoulos","Pegeen Demopoulos","82","199","31","1","15","1985","USDL","1","Iowa","10","Iowa","10","N/A","0","Sprained Ankle","0","False","2","12","None","Ródos","Greece","68","23","45","18","F+","C-","B-","F-","F+","D ","C ","D ","C ","F+","F ","C ","C+","B ","B ","C ","F ","C ","B ","F ","F ","D ","C ","D ","B ","F ","F ","C ","D","D","61","70","0","1","0","0","303048","307339","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","","Lloyd","Oshiro","Lloyd Oshiro","78","193","31","3","21","1985","USDL","1","Grand Rapids","19","Grand Rapids","19","N/A","0","","0","True","3","10","Baylor","Austin","TX","3","21","77","45","F+","F ","C-","D+","C ","F ","D-","F+","F-","F+","C ","D ","C ","C ","C ","C ","F ","F ","D ","D ","C ","F ","D ","F ","F ","D ","C ","D ","F","F","33","36","0","0","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"206","","Kenneth","Nichols","Kenneth Nichols","80","213","21","8","26","1994","USDL","1","Texas","17","Texas","17","N/A","0","","0","False","3","1","Florida State","Tallahassee","FL","45","2","94","20","F+","D-","C ","F-","F+","F-","F-","F ","F+","D ","F ","F ","C ","B-","C ","C ","D ","D ","C ","F ","D ","F ","F ","F ","D ","D ","D ","F ","F","F","34","48","0","0","0","0","11100","12900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"207","","Valentín","Chiamulera","Valentín Chiamulera","83","183","28","10","23","1987","USDL","1","Grand Rapids","19","Grand Rapids","19","N/A","0","Broken Foot","0","False","2","8","IUPUI","Battle Ground","IN","65","11","55","54","D+","F ","C-","F-","D-","D-","D+","F+","F ","C-","D ","F ","C+","B+","A ","D+","D ","F ","D ","F ","F ","D ","D ","F ","F ","D ","D ","F ","F","F","45","47","0","2","0","0","99586","101829","104073","106316","0","0","0","0","0","0","0","0","0","0","0","0","6"
"208","","Frank","Jacobsen","Frank Jacobsen","79","204","30","10","24","1985","USDL","1","Westchester","22","Westchester","22","N/A","0","Patellar Tendanitis","0","False","2","8","North Carolina","Menasha","WI","94","38","75","93","F ","C ","B ","F+","D+","D-","F-","F ","F+","F-","D-","F ","C ","B+","A ","C-","F ","C ","B ","F ","D ","F ","F ","F ","F ","F ","D ","F ","F","F","44","47","0","4","0","0","79890","83840","87790","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"225","","Michael","Smith","Michael Smith","80","225","19","5","19","1996","USDL","1","Oklahoma City","20","Oklahoma City","20","N/A","0","Dislocated Shoulder","0","False","3","0","Missouri State","Kansas City","MO","35","38","49","32","D-","D ","B ","F ","F+","F ","D+","C-","F+","D ","D-","F ","B ","C-","B-","C ","D ","C ","B ","F ","D ","F ","C ","C ","F ","D ","D ","F ","F","D","48","63","0","1","0","0","26506","29819","33132","36446","0","0","0","0","0","0","0","0","0","0","0","0","0"
"226","","Michael","Collins","Michael Collins","79","228","28","5","15","1987","USDL","1","Los Angeles","11","Los Angeles","11","N/A","0","Sprained Ankle","0","False","2","10","Kentucky","Cedar City","UT","90","21","66","32","F+","C-","C+","F-","C ","F+","F+","C-","C+","D-","D-","C ","C+","C+","A-","B-","F ","D ","C ","F ","C ","F ","F ","C ","C ","D ","D ","C ","D","D","61","64","0","1","0","0","289115","303554","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"227","","Pranas","Kriksciunas","Pranas Kriksciunas","79","240","24","9","12","1991","USDL","1","Idaho","9","Idaho","9","N/A","0","","0","False","3","4","None","Marijampole","Lithuania","14","2","68","33","F ","D ","C ","F+","C ","F-","D-","D+","F+","D+","F-","F-","C ","C ","B+","D ","F ","D ","B ","F ","C ","F ","D ","D ","F ","C ","F ","F ","F","F","37","45","0","0","0","0","31833","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"228","","Stephen","Wilson","Stephen Wilson","79","242","25","3","21","1991","USDL","1","Idaho","9","Idaho","9","N/A","0","","0","False","2","6","Portland State","Salem","OR","74","14","69","89","F ","F+","C-","F-","C-","F ","F+","C ","D-","F+","F ","D+","C+","B-","A ","C ","F ","F ","D ","F ","D ","F ","D ","C ","D ","D ","F ","C ","F","F","47","54","0","1","0","0","132528","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229","","Otis","Dennis","Otis Dennis","79","227","28","8","10","1987","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","9","Arizona","Scottsdale","AZ","39","65","41","88","D ","F ","C-","F-","C ","F ","F-","F-","F ","D-","D-","F-","C ","C+","C+","C ","D ","F ","D ","F ","C ","F ","F ","F ","F ","F ","D ","F ","F","F","30","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"230","","Edmond","Ochs","Edmond Ochs","78","174","30","11","15","1985","USDL","1","Erie","7","Erie","7","N/A","0","","0","False","3","8","Marquette","Toledo","OH","36","14","18","25","F-","C+","C+","F+","F ","F+","F-","D+","D-","C-","C+","F-","A-","C ","B+","C-","F ","C ","C ","F ","F ","F ","F ","D ","D ","D ","B ","F ","F","D","59","62","0","1","0","0","245159","269675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"231","","Tacito","Gonzales","Tacito Gonzales","80","184","30","3","4","1986","USDL","1","Grand Rapids","19","Grand Rapids","19","N/A","0","","0","False","3","7","Cal State Northridge","Fayetteville","NC","57","39","34","100","F-","A-","B ","F+","D-","F ","F-","F-","F+","C ","D-","C-","B ","B ","B+","C-","F ","A ","B ","F ","D ","F ","F ","F ","F ","C ","D ","D ","D","D","69","73","0","9","0","0","269045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"232","","Antanas","Kishkis","Antanas Kishkis","77","208","23","4","7","1993","USDL","1","Reno","13","Reno","13","N/A","0","Pulled Hamstring","0","True","4","0","None","Kaunas","Lithuania","46","16","70","87","F-","D+","C ","D ","D+","F ","F-","F-","F-","F ","F ","F ","C+","D ","A-","C ","F ","C ","C ","D ","C ","F ","F ","F ","F ","F ","F ","F ","F","F","36","53","0","0","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233","","Coleman","Jones","Coleman Jones","73","172","34","2","2","1982","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","4","14","New Mexico","Long Beach","CA","47","49","94","34","F+","F+","C-","F+","C-","D-","F ","F ","F-","C-","D ","F-","C+","B-","A-","D+","F ","F ","C ","F ","C ","D ","F ","F ","F ","C ","D ","F ","F","F","31","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234","","James","Digiacomo","James Digiacomo","77","203","25","11","26","1990","USDL","1","Sioux Falls","16","Sioux Falls","16","N/A","0","","0","False","4","4","Memphis","Holland","IN","21","37","97","84","D-","D-","C ","F-","C ","F+","F-","F ","F-","D-","D+","F-","B-","C+","B-","D-","D ","D ","C ","F ","C ","F ","F ","F ","F ","D ","D ","F ","F","F","32","37","0","0","0","0","14100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"235","","Jaime","Warren","Jaime Warren","77","212","32","8","3","1983","USDL","1","Erie","7","Erie","7","N/A","0","Concussion","0","False","4","9","Auburn","Byram","MS","83","21","40","32","F-","F ","C-","F+","F ","F-","F-","D-","F ","D ","F+","D-","B-","C ","A ","C-","F ","F ","C ","F ","F ","F ","F ","D ","F ","D ","D ","D ","F","F","35","39","0","0","0","0","23000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"236","","Jamar","Moore","Jamar Moore","77","212","27","6","26","1988","USDL","1","FA","-1","FA","-1","N/A","0","","0","False","4","9","Albany","New York","NY","1","91","45","20","D-","D-","C ","F+","C-","F ","F-","F+","F ","C+","D+","D+","A-","C-","C+","C-","F ","D ","C ","F ","D ","F ","F ","F ","F ","B ","C ","D ","F","D","50","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","","Fiorenzo","Perotti","Fiorenzo Perotti","77","175","23","4","30","1992","USDL","1","Fort Wayne","8","Fort Wayne","8","N/A","0","Broken Finger","0","False","4","1","None","Marino","Italy","39","34","1","19","F+","C ","B+","F-","F ","D-","F ","F-","F-","F-","F ","F+","A-","B ","A+","B ","D ","B ","A ","F ","F ","F ","F ","F ","F ","F ","F ","D ","F","D","49","62","0","2","0","0","36860","40049","43238","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"238","","Joshua","Jones","Joshua Jones","80","201","23","8","9","1992","USDL","1","Bakersfield","5","Bakersfield","5","N/A","0","Jammed Finger","0","False","3","3","Furman","Atlanta","GA","94","2","97","17","F-","D+","B-","D ","D-","F-","F-","F+","F ","C-","F ","F-","B-","C ","C-","C ","F ","C ","B ","D ","D ","F ","F ","D ","F ","C ","F ","F ","F","F","42","59","0","0","0","0","17002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"239","","Severino","Nadol","Severino Nadol","73","198","27","4","14","1989","USDL","1","Santa Cruz","15","Santa Cruz","15","N/A","0","","0","False","5","6","Illinois","North Arlington","NJ","37","28","30","69","F ","F+","C ","D-","C-","F+","F-","F+","F ","F+","D-","F ","C+","C+","A-","C ","F ","F ","C ","D ","C ","F ","F ","F ","F ","D ","D ","F ","F","F","33","39","0","0","0","0","17100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"240","","John","Nevels","John Nevels","78","213","27","3","15","1989","USDL","1","Oklahoma City","20","Oklahoma City","20","N/A","0","","0","True","4","8","Creighton","Omaha","NE","5","21","76","7","F ","D ","C ","C-","C ","F ","F+","D-","F ","F ","F ","F ","C+","C ","C ","D+","F ","D ","C ","D ","C ","F ","F ","F ","F ","F ","F ","F ","F","F","38","40","0","0","0","0","20000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"137","","Deandre","Garcia","Deandre Garcia","80","237","32","1","20","1984","USDL","1","Delaware","18","Delaware","18","N/A","0","","0","False","2","10","Oregon","Seattle","WA","69","25","99","3","D-","D+","C+","F-","F+","F ","C-","F-","D-","F+","D ","C+","C-","C-","A-","C ","D ","D ","C ","F ","F ","F ","D ","F ","D ","D ","D ","C ","F","F","45","48","0","0","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"138","","Johnie","Lopez","Johnie Lopez","81","232","27","12","4","1988","USDL","1","Oklahoma City","20","Oklahoma City","20","N/A","0","","0","False","1","6","UC Santa Barbara","San Luis Obispo","CA","37","2","37","69","F+","D-","C+","F-","D+","F+","C-","C-","C ","F-","F-","D ","F+","C ","C ","D ","F ","D ","C ","F ","D ","F ","C ","C ","C ","F ","F ","D ","F","F","43","49","0","0","0","0","66575","74897","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"139","","Dion","Otero","Dion Otero","79","214","30","3","14","1986","USDL","1","Sioux Falls","16","Sioux Falls","16","N/A","0","","0","False","2","10","Kansas","Allen","OK","76","2","85","28","F-","D-","C ","F-","D+","D+","D ","F ","C ","F-","F+","F ","C-","B+","C-","C+","F ","D ","C ","F ","D ","D ","D ","F ","C ","F ","F ","F ","F","F","41","43","0","0","0","0","85909","96648","107386","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"140","","Burl","Brawner","Burl Brawner","81","232","30","12","16","1985","USDL","1","Bakersfield","5","Bakersfield","5","N/A","0","Sprained Knee","0","False","2","11","Creighton","Carthage","MO","88","18","76","73","D ","C-","C+","F-","C ","C-","D ","C ","F ","F-","D ","F ","D+","C+","C-","B-","D ","D ","B ","F ","C ","D ","D ","C ","F ","F ","D ","F ","F","F","48","50","0","4","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","","Gordon","Serrano","Gordon Serrano","79","228","27","7","9","1988","USDL","1","Delaware","18","Delaware","18","N/A","0","","0","False","2","5","Old Dominion","Montclair","NJ","39","2","47","30","F ","F+","C ","F-","D-","F-","C ","C-","C+","F-","F ","F+","F+","C ","B-","D+","F ","F ","C ","F ","F ","F ","C ","D ","C ","F ","F ","F ","F","F","43","44","0","0","0","0","61364","63865","66366","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"142","","Arden","Griffith","Arden Griffith","81","217","25","2","19","1991","USDL","1","Fort Wayne","8","Fort Wayne","8","N/A","0","","0","False","2","5","Iowa","Shawano","WI","47","21","43","56","C ","D+","C-","F-","D-","F-","D-","D ","C ","F ","D+","D+","D-","B ","C+","D+","B ","D ","D ","F ","D ","F ","D ","C ","C ","F ","C ","C ","F","D","53","75","0","6","0","0","128878","139188","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"143","","Bert","Brown","Bert Brown","80","223","23","5","15","1992","USDL","1","Maine","12","Maine","12","N/A","0","","0","True","2","3","Siena","East Meadow","NY","93","2","95","76","F-","F-","C ","F-","D-","F-","F ","F ","F+","F ","D-","D-","C-","B-","B ","C ","F ","F ","C ","F ","C ","F ","D ","F ","D ","F ","D ","D ","F","F","32","46","0","0","0","0","13500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","","Matt","Moore","Matt Moore","81","232","25","11","19","1990","USDL","1","Iowa","10","Iowa","10","N/A","0","","0","False","2","4","Alabama A&M","Sandersville","MS","33","3","97","96","F+","F-","C-","F-","D+","F-","C ","F+","C ","F+","C ","D-","D-","C ","D+","C ","F ","F ","D ","F ","D ","F ","C ","F ","C ","F ","C ","F ","F","F","43","44","0","0","0","0","14100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","","Ira","Sanchez","Ira Sanchez","78","239","31","9","2","1984","USDL","1","Reno","13","Reno","13","N/A","0","","0","False","2","9","Texas Tech","Oceanside","CA","41","37","18","92","F+","D-","C ","F-","D ","F-","F ","C ","C-","F-","D+","D-","F ","B+","F+","C+","F ","D ","C ","F ","D ","F ","F ","C ","D ","F ","D ","F ","F","F","41","43","0","0","0","0","23000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","","Enoch","Miller","Enoch Miller","79","202","27","11","28","1988","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","2","4","California","Fountain Valley","CA","34","65","11","1","F-","D ","C-","F-","F-","F ","F ","D-","F ","F-","F+","D+","D ","C ","C-","C ","F ","D ","D ","F ","F ","F ","F ","D ","F ","F ","F ","D ","F","F","27","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","","Jack","Hall","Jack Hall","82","229","31","6","5","1984","USDL","1","Erie","7","Erie","7","N/A","0","","0","False","2","11","Bowling Green","Chicago","IL","2","6","2","38","C-","D+","C ","F-","D+","F+","D+","D-","F ","F-","F ","F+","D+","C+","C ","A-","C ","D ","C ","F ","D ","F ","D ","D ","F ","F ","F ","F ","F","F","47","54","0","1","0","0","185540","208732","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"148","","Damian","Anderson","Damian Anderson","82","235","26","12","2","1989","USDL","1","Santa Cruz","15","Santa Cruz","15","N/A","0","","0","False","2","6","West Virginia","Chicago","IL","72","93","37","36","F ","F+","C-","F-","C-","D ","F ","C ","F ","F-","F-","F ","F+","C+","C ","D-","F ","F ","C ","F ","C ","D ","F ","C ","F ","F ","F ","F ","F","F","32","38","0","0","0","0","17100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","","Joe","Harris","Joe Harris","80","232","31","9","9","1984","USDL","1","FA","-1","FA","-1","N/A","0","","0","False","2","12","Vermont","Pebble Creek","FL","27","65","95","57","D-","C-","C ","D-","D+","F-","F+","F ","F ","D-","D-","F+","F+","C+","F+","C-","D ","D ","D ","F ","D ","F ","F ","F ","F ","D ","D ","F ","F","F","32","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","","Frank","Brown","Frank Brown","80","239","37","12","11","1978","USDL","1","Sioux Falls","16","Sioux Falls","16","N/A","0","","0","False","2","16","Illinois-Chicago","Weymouth","MA","54","65","93","65","F-","B-","C-","F-","F+","F-","D ","D ","F+","F+","F ","D-","F+","B ","C+","B-","F ","B ","C ","F ","F ","F ","D ","D ","F ","F ","F ","D ","F","F","41","44","0","0","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","","Ronald","Reyes","Ronald Reyes","83","203","30","5","19","1985","USDL","1","Los Angeles","11","Los Angeles","11","N/A","0","","0","False","2","8","Syracuse","Cambridge","MA","77","21","12","41","C-","D-","C ","D ","C ","F+","D+","F ","D+","F+","F ","F+","F+","C+","C ","D+","D ","D ","C ","D ","C ","F ","D ","F ","D ","F ","F ","F ","F","F","46","47","0","0","0","0","20000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","","Larry","Poole","Larry Poole","80","210","22","8","24","1993","USDL","1","Westchester","22","Westchester","22","N/A","0","Plantar Fasciitis","36","True","2","2","Belmont","Charlestown","IN","45","10","30","85","D-","F ","C-","F-","D-","D+","D+","C ","D-","F-","D ","C-","C-","A-","C ","C ","D ","F ","D ","F ","F ","D ","D ","C ","D ","F ","D ","C ","F","F","48","56","0","1","0","0","33293","37455","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"153","","Don","Rivas","Don Rivas","82","240","26","3","6","1990","USDL","1","Reno","13","Reno","13","N/A","0","","0","False","1","3","Gonzaga","Bremerton","WA","90","2","55","27","F-","F+","C ","F-","D ","F ","F+","D-","C ","F ","F+","F+","C-","C ","B+","C ","F ","F ","C ","F ","D ","F ","D ","F ","C ","F ","F ","F ","F","F","41","46","0","0","0","0","13500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","","Chris","Walker","Chris Walker","82","230","34","12","25","1981","USDL","1","Fort Wayne","8","Fort Wayne","8","N/A","0","Migraine","0","False","2","11","Duke","St. Petersburg","FL","7","25","75","61","D-","D+","C+","F-","D+","F ","D-","D ","C-","F-","F-","C+","F+","B-","D ","C ","D ","C ","B ","F ","D ","F ","D ","D ","D ","F ","F ","C ","F","F","49","53","0","1","0","0","204613","225074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"155","","Eliseo","Adega","Eliseo Adega","82","220","21","5","4","1994","USDL","1","Idaho","9","Idaho","9","N/A","0","","0","False","2","0","Auburn","New Orleans","LA","46","24","33","45","F-","D-","C-","F-","F-","F-","D-","F ","F+","F ","F-","F ","D+","C ","B+","C+","F ","C ","C ","F ","F ","F ","C ","F ","D ","F ","F ","D ","F","F","32","46","0","0","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","","Matthew","Davis","Matthew Davis","83","231","33","4","8","1983","USDL","1","Rio Grand Valley","14","Rio Grand Valley","14","N/A","0","","0","False","2","12","Arkansas-Little Rock","Abilene","TX","80","8","62","52","D+","D-","C+","F-","F ","F+","C+","D+","F ","F ","D+","C-","D-","C+","C-","C-","D ","D ","C ","F ","F ","F ","C ","D ","F ","F ","D ","D ","F","F","48","52","0","4","0","0","204613","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"157","","Gregory","Rodriguez","Gregory Rodriguez","81","240","32","2","8","1984","USDL","1","Maine","12","Maine","12","N/A","0","","0","False","2","11","Saint Louis","Lafayette","LA","82","18","95","53","F ","C-","C-","F-","C ","F-","C ","C+","C ","D ","D+","C-","D ","B+","C ","C-","F ","D ","D ","F ","C ","F ","C ","B ","D ","D ","D ","C ","F","D","59","63","0","3","0","0","270538","271184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"158","","Marcel","Davis","Marcel Davis","80","218","24","6","28","1991","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","2","2","Long Beach State","Glendale","CA","83","65","79","78","F+","F+","C ","F-","D ","F ","D-","F ","F-","F-","F ","F ","D-","B-","C ","C ","D ","D ","C ","F ","D ","F ","D ","F ","F ","F ","F ","F ","F","F","30","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","","Arthur","Garmon","Arthur Garmon","80","247","28","8","24","1987","USDL","1","Rio Grand Valley","14","Rio Grand Valley","14","N/A","0","","0","False","2","7","UTEP","New London","CT","97","2","38","16","F-","D ","C+","F-","F ","F+","C-","C+","F+","F-","D ","F+","F+","C+","C+","D+","F ","D ","B ","F ","F ","F ","C ","C ","F ","F ","D ","F ","F","F","41","43","0","0","0","0","18500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","","Jose","Mitchell","Jose Mitchell","83","218","30","5","10","1985","USDL","1","Texas","17","Texas","17","N/A","0","Sprained Knee","0","False","2","9","Ohio State","New York","NY","14","27","65","80","F+","B-","C-","F-","D+","F-","D-","D ","F+","F ","D-","C-","C ","C ","A-","C-","F ","B ","C ","F ","D ","F ","D ","D ","F ","F ","F ","D ","F","F","47","49","0","5","0","0","159034","160547","162060","163574","0","0","0","0","0","0","0","0","0","0","0","0","2"
"169","","Detlef","Ruedholzer","Detlef Ruedholzer","81","237","30","2","6","1986","USDL","1","Texas","17","Texas","17","N/A","0","Broken Finger","0","False","2","10","None","Feucht","Germany","39","11","35","53","C-","D-","C ","D-","D ","D-","F+","F+","D-","F-","F+","F-","C ","C ","A-","C ","D ","D ","C ","F ","D ","D ","F ","F ","F ","F ","D ","F ","F","F","47","51","0","2","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","","Ricky","Rodriguez","Ricky Rodriguez","79","226","26","3","30","1990","USDL","1","Santa Cruz","15","Santa Cruz","15","N/A","0","","0","False","2","5","Gonzaga","Graham","WA","9","2","89","47","D-","F ","C-","F+","C-","F ","F ","F-","C ","F ","D-","F ","C-","C+","C-","B-","D ","F ","D ","F ","D ","F ","F ","F ","C ","F ","D ","F ","F","F","42","45","0","0","0","0","66575","68110","69645","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
